feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
2.0,0.641891891891892,0.6302521008403361,0.14159292035398233,0.32849300513547014,0.21250840618695357,0.1735,0.355,0.0,0.0,1.0,0.42857142857142855
2.0,0.5743243243243243,0.5630252100840337,0.11946902654867259,0.2760757924561714,0.242098184263618,0.1575,0.2385,0.0,0.0,1.0,0.2857142857142857
1.0,0.10810810810810811,0.08403361344537814,0.044247787610619475,0.00548964051708872,0.0026899798251513113,0.0035,0.005,0.0,1.0,0.0,0.10714285714285714
2.0,0.7500000000000001,0.73109243697479,0.1504424778761062,0.4152647423410661,0.35272360457296564,0.273,0.339,0.0,0.0,1.0,0.35714285714285715
1.0,0.5608108108108107,0.5546218487394958,0.12389380530973454,0.19142907738622275,0.13248150638870207,0.127,0.175,0.0,1.0,0.0,0.35714285714285715
0.0,0.39864864864864863,0.36974789915966394,0.08849557522123895,0.0780945634850363,0.061869535978480154,0.026,0.08,1.0,0.0,0.0,0.25
2.0,0.5,0.4957983193277311,0.10619469026548674,0.15601204179210199,0.1284465366509751,0.0955,0.135,0.0,0.0,1.0,0.25
1.0,0.5270270270270271,0.5126050420168068,0.09292035398230089,0.15937666017354346,0.1472763954270343,0.159,0.1035,0.0,1.0,0.0,0.2857142857142857
1.0,0.6824324324324325,0.73109243697479,0.17256637168141595,0.46555693288471756,0.3560860793544048,0.254,0.41,0.0,1.0,0.0,0.6071428571428571
1.0,0.24324324324324323,0.21848739495798322,0.05309734513274337,0.030458650610943862,0.023873570948217886,0.021,0.023,0.0,1.0,0.0,0.14285714285714285
1.0,0.3445945945945946,0.2941176470588236,0.07079646017699116,0.04887550911988667,0.03732347007397444,0.0365,0.046,0.0,1.0,0.0,0.21428571428571427
1.0,0.5405405405405405,0.5210084033613446,0.1017699115044248,0.16185585266513192,0.1455951580363147,0.093,0.1165,0.0,1.0,0.0,0.21428571428571427
1.0,0.35135135135135137,0.3277310924369748,0.06637168141592921,0.06516734549318222,0.0628782784129119,0.038,0.0445,0.0,1.0,0.0,0.21428571428571427
2.0,0.7432432432432433,0.73109243697479,0.14601769911504428,0.394722861696476,0.32851378614660387,0.2615,0.3325,0.0,0.0,1.0,0.35714285714285715
1.0,0.4662162162162162,0.44537815126050423,0.1017699115044248,0.14414733486807152,0.13752521856086078,0.0935,0.105,0.0,1.0,0.0,0.25
2.0,0.5067567567567568,0.5042016806722689,0.1017699115044248,0.16858508942801487,0.12037659717552117,0.1185,0.155,0.0,0.0,1.0,0.32142857142857145
2.0,0.6891891891891893,0.689075630252101,0.13716814159292037,0.323180449796352,0.30564895763281774,0.1965,0.235,0.0,0.0,1.0,0.2857142857142857
1.0,0.25675675675675674,0.23529411764705885,0.04867256637168142,0.029041969187179034,0.023873570948217886,0.0175,0.025,0.0,1.0,0.0,0.21428571428571427
1.0,0.4527027027027027,0.43697478991596644,0.08849557522123895,0.1055427660704799,0.08271687962340282,0.0575,0.1,0.0,1.0,0.0,0.25
0.0,0.8851351351351352,0.8319327731092439,0.18141592920353983,0.6750486984239419,0.3634835238735709,0.3565,0.5965,1.0,0.0,0.0,0.4642857142857143
0.0,0.6351351351351352,0.5798319327731093,0.12389380530973454,0.2748361962103772,0.2468056489576328,0.215,0.18,1.0,0.0,0.0,0.2857142857142857
1.0,0.6351351351351352,0.5378151260504203,0.10619469026548674,0.19160616256419338,0.15904505716207126,0.1155,0.1725,0.0,1.0,0.0,0.25
2.0,0.6283783783783784,0.6050420168067226,0.1504424778761062,0.31060740216043914,0.2273032952252858,0.208,0.255,0.0,0.0,1.0,0.32142857142857145
2.0,0.45945945945945943,0.43697478991596644,0.11061946902654868,0.13670975739330618,0.04505716207128446,0.09,0.125,0.0,0.0,1.0,0.39285714285714285
0.0,0.8513513513513513,0.8655462184873949,0.1592920353982301,0.5427660704799008,0.6449226630800269,0.4195,0.43,1.0,0.0,0.0,0.39285714285714285
2.0,0.3581081081081081,0.33613445378151263,0.084070796460177,0.07472994510359482,0.05379959650302622,0.034,0.07,0.0,0.0,1.0,0.2857142857142857
0.0,0.5405405405405405,0.546218487394958,0.12389380530973454,0.2433150345316097,0.21217215870880968,0.1315,0.1955,1.0,0.0,0.0,0.21428571428571427
2.0,0.7770270270270271,0.7815126050420169,0.168141592920354,0.4754737028510714,0.3483523873570948,0.306,0.4465,0.0,0.0,1.0,0.5357142857142857
0.0,0.5945945945945946,0.5714285714285715,0.11946902654867259,0.18204356295378077,0.1348352387357095,0.132,0.162,1.0,0.0,0.0,0.2857142857142857
0.0,0.8851351351351352,0.8739495798319327,0.16371681415929204,0.6649548432796174,0.6254203093476799,0.38,0.4825,1.0,0.0,0.0,0.39285714285714285
1.0,0.5067567567567568,0.5126050420168068,0.11061946902654868,0.15866831946166104,0.12777404169468728,0.0865,0.145,0.0,1.0,0.0,0.39285714285714285
2.0,0.5878378378378378,0.5882352941176472,0.11504424778761063,0.2534088896759341,0.24983187626092804,0.158,0.17,0.0,0.0,1.0,0.2857142857142857
2.0,0.5675675675675675,0.5714285714285715,0.11946902654867259,0.22365857977687265,0.2034297242770679,0.1295,0.1495,0.0,0.0,1.0,0.25
2.0,0.3445945945945946,0.3025210084033613,0.07964601769911504,0.05702142730653444,0.04068594485541358,0.034,0.055,0.0,0.0,1.0,0.32142857142857145
2.0,0.5067567567567568,0.5126050420168068,0.14159292035398233,0.20010625110678235,0.1163416274377942,0.1245,0.225,0.0,0.0,1.0,0.39285714285714285
0.0,0.6486486486486487,0.6554621848739496,0.15486725663716813,0.40534797237471226,0.3698722259583053,0.244,0.2785,1.0,0.0,0.0,0.25
1.0,0.6891891891891893,0.6638655462184875,0.11946902654867259,0.30210731361785015,0.25453934095494285,0.187,0.26,0.0,1.0,0.0,0.2857142857142857
2.0,0.6486486486486487,0.6134453781512605,0.12831858407079647,0.3072427837789977,0.20611970410221922,0.2575,0.25,0.0,0.0,1.0,0.4642857142857143
0.0,0.7094594594594595,0.7142857142857143,0.1592920353982301,0.3763060031875332,0.30161398789509075,0.2455,0.325,1.0,0.0,0.0,0.32142857142857145
2.0,0.5675675675675675,0.5378151260504203,0.13716814159292037,0.3449619266867363,0.3019502353732347,0.2285,0.2475,0.0,0.0,1.0,0.2857142857142857
2.0,0.6756756756756757,0.6638655462184875,0.13716814159292037,0.3130865946520276,0.24176193678547409,0.211,0.2575,0.0,0.0,1.0,0.2857142857142857
1.0,0.304054054054054,0.3025210084033613,0.07079646017699116,0.045687975916415796,0.03295225285810356,0.0265,0.043,0.0,1.0,0.0,0.10714285714285714
2.0,0.6959459459459459,0.6470588235294118,0.13274336283185842,0.30830529484682134,0.25958305312710156,0.215,0.245,0.0,0.0,1.0,0.25
0.0,0.7432432432432433,0.7226890756302521,0.14601769911504428,0.43332743049406763,0.34061869535978473,0.296,0.36,1.0,0.0,0.0,0.32142857142857145
2.0,0.4391891891891892,0.42016806722689076,0.0752212389380531,0.10448025500265627,0.07195696032279757,0.0705,0.1,0.0,0.0,1.0,0.32142857142857145
2.0,0.722972972972973,0.7142857142857143,0.12389380530973454,0.3644412962635027,0.2935440484196368,0.2615,0.27,0.0,0.0,1.0,0.25
0.0,0.6216216216216216,0.6134453781512605,0.13274336283185842,0.26013812643881706,0.18661735036987223,0.186,0.215,1.0,0.0,0.0,0.4642857142857143
0.0,0.7364864864864865,0.7226890756302521,0.13716814159292037,0.42234814945989013,0.3426361802286482,0.271,0.352,1.0,0.0,0.0,0.2857142857142857
2.0,0.6689189189189189,0.6554621848739496,0.14159292035398233,0.35859748539047276,0.34633490248823134,0.164,0.3,0.0,0.0,1.0,0.32142857142857145
2.0,0.7635135135135136,0.7815126050420169,0.1769911504424779,0.4976093500973968,0.3799596503026227,0.304,0.455,0.0,0.0,1.0,0.5714285714285714
2.0,0.7972972972972974,0.8151260504201682,0.15486725663716813,0.47635912874092434,0.33254875588433086,0.254,0.415,0.0,0.0,1.0,0.5714285714285714
1.0,0.4662162162162162,0.44537815126050423,0.09734513274336284,0.12767841331680538,0.1163416274377942,0.0635,0.105,0.0,1.0,0.0,0.21428571428571427
2.0,0.8040540540540542,0.7647058823529412,0.1769911504424779,0.5640162918363733,0.4502353732347007,0.3845,0.4505,0.0,0.0,1.0,0.32142857142857145
0.0,0.7567567567567568,0.7394957983193278,0.17256637168141595,0.45865061094386395,0.37323470073974446,0.2985,0.37,1.0,0.0,0.0,0.35714285714285715
2.0,0.3310810810810811,0.31092436974789917,0.07079646017699116,0.06304232335753497,0.053127101546738394,0.0385,0.055,0.0,0.0,1.0,0.17857142857142858
0.0,0.5540540540540541,0.5378151260504203,0.11946902654867259,0.1962103771914291,0.12878278412911903,0.1315,0.1685,1.0,0.0,0.0,0.32142857142857145
0.0,0.8378378378378378,0.8487394957983194,0.16371681415929204,0.6267044448379671,0.5504371217215871,0.331,0.437,1.0,0.0,0.0,0.32142857142857145
0.0,0.8716216216216216,0.823529411764706,0.16371681415929204,0.607933415973083,0.5322797579018157,0.401,0.468,1.0,0.0,0.0,0.35714285714285715
2.0,0.6689189189189189,0.6722689075630253,0.13274336283185842,0.3364618381441473,0.26126429051782113,0.2155,0.2745,0.0,0.0,1.0,0.2857142857142857
1.0,0.7364864864864865,0.7226890756302521,0.1592920353982301,0.40800425004427127,0.33120376597175516,0.256,0.315,0.0,1.0,0.0,0.39285714285714285
0.0,0.7567567567567568,0.7226890756302521,0.168141592920354,0.48680715424119003,0.425689307330195,0.2885,0.406,1.0,0.0,0.0,0.35714285714285715
2.0,0.47297297297297297,0.45378151260504207,0.10619469026548674,0.13228262794404108,0.09482178883658371,0.1065,0.105,0.0,0.0,1.0,0.2857142857142857
0.0,0.7770270270270271,0.823529411764706,0.14601769911504428,0.5539224366920489,0.4462004034969737,0.3455,0.415,1.0,0.0,0.0,0.5357142857142857
0.0,0.7162162162162162,0.7142857142857143,0.12389380530973454,0.35027448202585443,0.3177538668459986,0.2345,0.24,1.0,0.0,0.0,0.25
0.0,0.9121621621621623,0.8655462184873949,0.18584070796460178,0.7912165751726582,0.7451244115669132,0.5195,0.545,1.0,0.0,0.0,0.35714285714285715
0.0,0.5337837837837838,0.4957983193277311,0.1017699115044248,0.17177262263148574,0.1308002689979825,0.127,0.155,1.0,0.0,0.0,0.25
1.0,0.6283783783783784,0.6302521008403361,0.1504424778761062,0.2953780768549672,0.24983187626092804,0.1815,0.24,0.0,1.0,0.0,0.2857142857142857
2.0,0.7567567567567568,0.7899159663865547,0.14159292035398233,0.4225252346378608,0.36482851378614656,0.246,0.335,0.0,0.0,1.0,0.39285714285714285
0.0,0.7635135135135136,0.7058823529411765,0.168141592920354,0.40694173897644764,0.292871553463349,0.281,0.3805,1.0,0.0,0.0,0.42857142857142855
1.0,0.6148648648648649,0.6302521008403361,0.12389380530973454,0.23906499026031522,0.19973100201748484,0.0965,0.23,0.0,1.0,0.0,0.25
0.0,0.5270270270270271,0.4957983193277311,0.11061946902654868,0.1700017708517797,0.15400134498991258,0.106,0.1095,1.0,0.0,0.0,0.17857142857142858
2.0,0.6959459459459459,0.680672268907563,0.13716814159292037,0.32017000177085175,0.21923335574983188,0.1485,0.335,0.0,0.0,1.0,0.5
1.0,0.5472972972972973,0.5126050420168068,0.11061946902654868,0.19125199220825218,0.18728984532616005,0.1025,0.147,0.0,1.0,0.0,0.21428571428571427
1.0,0.6824324324324325,0.6554621848739496,0.1504424778761062,0.41650433858686026,0.2639542703429724,0.2165,0.315,0.0,1.0,0.0,0.6785714285714286
0.0,0.8851351351351352,0.8487394957983194,0.168141592920354,0.6872675757039135,0.5366509751176866,0.5195,0.5655,1.0,0.0,0.0,0.35714285714285715
2.0,0.39864864864864863,0.3865546218487395,0.08849557522123895,0.08004250044271294,0.04472091459314055,0.0675,0.081,0.0,0.0,1.0,0.32142857142857145
0.0,0.7905405405405407,0.7563025210084034,0.16371681415929204,0.540463963166283,0.46334902488231333,0.3025,0.441,1.0,0.0,0.0,0.35714285714285715
1.0,0.6148648648648649,0.5714285714285715,0.11061946902654868,0.2201168762174606,0.19939475453934094,0.108,0.195,0.0,1.0,0.0,0.35714285714285715
0.0,0.6486486486486487,0.6470588235294118,0.12389380530973454,0.2989197804143793,0.23201075991930056,0.1715,0.2735,1.0,0.0,0.0,0.32142857142857145
1.0,0.5540540540540541,0.546218487394958,0.10619469026548674,0.16663715247033822,0.13887020847343642,0.1075,0.147,0.0,1.0,0.0,0.17857142857142858
1.0,0.45945945945945943,0.45378151260504207,0.08849557522123895,0.16451213033469098,0.15299260255548083,0.1065,0.114,0.0,1.0,0.0,0.21428571428571427
2.0,0.2905405405405405,0.2941176470588236,0.06637168141592921,0.04055250575526828,0.028244788164088763,0.0255,0.04,0.0,0.0,1.0,0.21428571428571427
0.0,0.6756756756756757,0.7142857142857143,0.14601769911504428,0.3810873029927395,0.3429724277067922,0.2095,0.306,1.0,0.0,0.0,0.2857142857142857
2.0,0.7500000000000001,0.689075630252101,0.13274336283185842,0.36302461483973786,0.3604572965702757,0.188,0.176,0.0,0.0,1.0,0.25
0.0,0.6148648648648649,0.5882352941176472,0.13274336283185842,0.3141491057198512,0.27202420981842634,0.2275,0.215,1.0,0.0,0.0,0.25
0.0,0.8513513513513513,0.8319327731092439,0.1504424778761062,0.4310253231804498,0.429388029589778,0.236,0.301,1.0,0.0,0.0,0.2857142857142857
2.0,0.7364864864864865,0.7226890756302521,0.12831858407079647,0.35452452629714887,0.312373907195696,0.2195,0.28,0.0,0.0,1.0,0.35714285714285715
1.0,0.5202702702702703,0.48739495798319327,0.09292035398230089,0.14627235700371877,0.12508406186953597,0.087,0.11,0.0,1.0,0.0,0.25
2.0,0.5405405405405405,0.5378151260504203,0.11504424778761063,0.18257481848769255,0.13887020847343642,0.1165,0.17,0.0,0.0,1.0,0.32142857142857145
0.0,0.722972972972973,0.6302521008403361,0.12389380530973454,0.3212325128386754,0.29388029589778075,0.2,0.22,1.0,0.0,0.0,0.25
2.0,0.7432432432432433,0.7142857142857143,0.1504424778761062,0.4793695767664246,0.4505716207128446,0.268,0.3385,0.0,0.0,1.0,0.32142857142857145
0.0,0.7837837837837839,0.7815126050420169,0.1769911504424779,0.5473702851071366,0.4788164088769334,0.314,0.466,1.0,0.0,0.0,0.2857142857142857
1.0,0.641891891891892,0.6134453781512605,0.11946902654867259,0.28829466973614304,0.2679892400806994,0.1485,0.23,0.0,1.0,0.0,0.39285714285714285
1.0,0.5945945945945946,0.5798319327731093,0.11061946902654868,0.1985124845050469,0.1674512441156691,0.1245,0.17,0.0,1.0,0.0,0.21428571428571427
0.0,0.7567567567567568,0.7647058823529412,0.15486725663716813,0.4287232158668319,0.3850033624747814,0.261,0.36,1.0,0.0,0.0,0.4642857142857143
0.0,0.7432432432432433,0.7226890756302521,0.15486725663716813,0.4860988135293076,0.49260255548083387,0.2715,0.332,1.0,0.0,0.0,0.2857142857142857
2.0,0.5743243243243243,0.5798319327731093,0.11504424778761063,0.27253408889675934,0.24815063887020844,0.16,0.211,0.0,0.0,1.0,0.25
0.0,0.7567567567567568,0.773109243697479,0.168141592920354,0.48503630246148394,0.33994620040349693,0.305,0.45,1.0,0.0,0.0,0.32142857142857145
1.0,0.581081081081081,0.5042016806722689,0.11061946902654868,0.21214804320878342,0.1674512441156691,0.1205,0.185,0.0,1.0,0.0,0.25
0.0,0.7635135135135136,0.7647058823529412,0.14601769911504428,0.5255888082167522,0.5100874243443173,0.332,0.321,1.0,0.0,0.0,0.25
1.0,0.24324324324324323,0.23529411764705885,0.06194690265486727,0.02532318044979635,0.01647612642905178,0.02,0.025,0.0,1.0,0.0,0.17857142857142858
1.0,0.6148648648648649,0.6134453781512605,0.11504424778761063,0.29555516203293786,0.25117686617350365,0.167,0.249,0.0,1.0,0.0,0.35714285714285715
2.0,0.6351351351351352,0.6050420168067226,0.12389380530973454,0.28971135115990787,0.30968392737054473,0.127,0.218,0.0,0.0,1.0,0.2857142857142857
0.0,0.722972972972973,0.73109243697479,0.1504424778761062,0.41632725340888965,0.3796234028244788,0.2385,0.295,1.0,0.0,0.0,0.5
0.0,0.810810810810811,0.8319327731092439,0.168141592920354,0.5486098813529308,0.4771351714862138,0.3685,0.412,1.0,0.0,0.0,0.42857142857142855
2.0,0.6081081081081081,0.6050420168067226,0.11946902654867259,0.2806800070834071,0.26429051782111634,0.189,0.202,0.0,0.0,1.0,0.21428571428571427
1.0,0.23648648648648649,0.22689075630252103,0.057522123893805316,0.02886488400920843,0.025554808338937456,0.015,0.025,0.0,1.0,0.0,0.14285714285714285
2.0,0.5337837837837838,0.5630252100840337,0.13274336283185842,0.22436692048875506,0.14626765299260255,0.0885,0.255,0.0,0.0,1.0,0.2857142857142857
2.0,0.5337837837837838,0.5210084033613446,0.10619469026548674,0.2160439171241367,0.21923335574983188,0.15,0.14,0.0,0.0,1.0,0.25
1.0,0.5945945945945946,0.5378151260504203,0.12389380530973454,0.22967947582787318,0.16711499663752521,0.141,0.2215,0.0,1.0,0.0,0.32142857142857145
2.0,0.6756756756756757,0.6974789915966386,0.12389380530973454,0.29590933238887906,0.23369199731002013,0.1735,0.24,0.0,0.0,1.0,0.35714285714285715
2.0,0.6891891891891893,0.6722689075630253,0.12831858407079647,0.3368160085000885,0.26462676529926027,0.2685,0.258,0.0,0.0,1.0,0.32142857142857145
1.0,0.6554054054054055,0.6554621848739496,0.14601769911504428,0.3635558703736497,0.3043039677202421,0.253,0.275,0.0,1.0,0.0,0.35714285714285715
1.0,0.18243243243243246,0.1596638655462185,0.04867256637168142,0.015760580839383743,0.010759919300605245,0.012,0.015,0.0,1.0,0.0,0.14285714285714285
1.0,0.6148648648648649,0.6302521008403361,0.11946902654867259,0.22082521692934298,0.16408876933422997,0.1455,0.2135,0.0,1.0,0.0,0.32142857142857145
2.0,0.7094594594594595,0.689075630252101,0.14601769911504428,0.3702851071365327,0.3120376597175521,0.2345,0.315,0.0,0.0,1.0,0.35714285714285715
2.0,0.6756756756756757,0.638655462184874,0.12389380530973454,0.29874269523640873,0.26899798251513113,0.191,0.222,0.0,0.0,1.0,0.2857142857142857
0.0,0.445945945945946,0.42016806722689076,0.084070796460177,0.12272002833362847,0.09717552118359112,0.0895,0.1,1.0,0.0,0.0,0.2857142857142857
1.0,0.2702702702702703,0.2773109243697479,0.07079646017699116,0.04763591287409244,0.03732347007397444,0.0285,0.042,0.0,1.0,0.0,0.17857142857142858
0.0,0.8378378378378378,0.8319327731092439,0.13716814159292037,0.6543297326013812,0.5151311365164761,0.442,0.4175,1.0,0.0,0.0,0.32142857142857145
2.0,0.7770270270270271,0.7394957983193278,0.1504424778761062,0.45121303346909863,0.4172831203765972,0.2305,0.399,0.0,0.0,1.0,0.35714285714285715
1.0,0.19594594594594597,0.17647058823529413,0.044247787610619475,0.016646006729236763,0.013786146603900469,0.01,0.015,0.0,1.0,0.0,0.10714285714285714
2.0,0.5202702702702703,0.5042016806722689,0.12389380530973454,0.17318930405525057,0.13853396099529253,0.115,0.174,0.0,0.0,1.0,0.32142857142857145
1.0,0.6283783783783784,0.6134453781512605,0.12389380530973454,0.2215335576412254,0.16778749159381304,0.1175,0.235,0.0,1.0,0.0,0.2857142857142857
0.0,0.7364864864864865,0.638655462184874,0.13716814159292037,0.3577120595006198,0.320107599193006,0.236,0.275,1.0,0.0,0.0,0.25
1.0,0.5270270270270271,0.5294117647058824,0.1017699115044248,0.1884186293607225,0.17484868863483524,0.098,0.143,0.0,1.0,0.0,0.21428571428571427
2.0,0.6554054054054055,0.6638655462184875,0.15486725663716813,0.35735788914467853,0.25722932078009414,0.2065,0.37,0.0,0.0,1.0,0.5
0.0,0.6689189189189189,0.638655462184874,0.13274336283185842,0.2930759695413494,0.25991930060524543,0.156,0.245,1.0,0.0,0.0,0.32142857142857145
0.0,0.7567567567567568,0.7563025210084034,0.1504424778761062,0.5004427129449265,0.40618695359784796,0.297,0.365,1.0,0.0,0.0,0.5
1.0,0.5472972972972973,0.4957983193277311,0.11946902654867259,0.19284575880998758,0.1832548755884331,0.0995,0.158,0.0,1.0,0.0,0.25
0.0,0.8716216216216216,0.857142857142857,0.1592920353982301,0.6081105011510537,0.5685944855413584,0.407,0.3875,1.0,0.0,0.0,0.35714285714285715
0.0,0.9527027027027029,0.9663865546218487,0.19026548672566373,0.9403222950239065,1.0,0.4985,0.586,1.0,0.0,0.0,0.35714285714285715
0.0,0.7770270270270271,0.7563025210084034,0.14601769911504428,0.4799008323003364,0.3843308675184936,0.281,0.43,1.0,0.0,0.0,0.35714285714285715
2.0,0.7297297297297298,0.7058823529411765,0.15486725663716813,0.38994156189126966,0.3110289172831204,0.3095,0.2725,0.0,0.0,1.0,0.32142857142857145
0.0,0.6824324324324325,0.638655462184874,0.13274336283185842,0.2964405879227908,0.23369199731002013,0.207,0.192,1.0,0.0,0.0,0.21428571428571427
0.0,0.6689189189189189,0.6470588235294118,0.10619469026548674,0.2836904551089074,0.2562205783456624,0.1525,0.234,1.0,0.0,0.0,0.2857142857142857
1.0,0.48648648648648646,0.48739495798319327,0.10619469026548674,0.11315742872321587,0.08675184936112978,0.056,0.1185,0.0,1.0,0.0,0.21428571428571427
0.0,0.3851351351351351,0.35294117647058826,0.07964601769911504,0.07596954134938905,0.06388702084734364,0.037,0.0735,1.0,0.0,0.0,0.32142857142857145
0.0,0.8783783783783784,0.8655462184873949,0.18141592920353983,0.5728705507349034,0.4996637525218561,0.315,0.488,1.0,0.0,0.0,0.35714285714285715
2.0,0.7027027027027027,0.689075630252101,0.11061946902654868,0.28227377368514256,0.2175521183591123,0.2,0.23,0.0,0.0,1.0,0.32142857142857145
0.0,0.7500000000000001,0.7058823529411765,0.15486725663716813,0.5032760757924561,0.2787491593813046,0.3385,0.49,1.0,0.0,0.0,0.4642857142857143
1.0,0.6013513513513513,0.5546218487394958,0.1017699115044248,0.20506463608995926,0.17114996637525218,0.156,0.143,0.0,1.0,0.0,0.32142857142857145
1.0,0.5743243243243243,0.5378151260504203,0.12389380530973454,0.1972728882592527,0.15904505716207126,0.135,0.169,0.0,1.0,0.0,0.2857142857142857
1.0,0.4054054054054054,0.36974789915966394,0.0752212389380531,0.07720913759518327,0.0726294552790854,0.05,0.0605,0.0,1.0,0.0,0.21428571428571427
0.0,0.6351351351351352,0.6050420168067226,0.13274336283185842,0.25907561537099344,0.18728984532616005,0.163,0.2185,1.0,0.0,0.0,0.35714285714285715
2.0,0.7027027027027027,0.680672268907563,0.13716814159292037,0.36408712590756154,0.28681909885675855,0.207,0.3305,0.0,0.0,1.0,0.32142857142857145
1.0,0.47297297297297297,0.4285714285714286,0.09292035398230089,0.1285638392066584,0.10625420309347679,0.0825,0.105,0.0,1.0,0.0,0.17857142857142858
0.0,0.7567567567567568,0.7058823529411765,0.13274336283185842,0.41880644590047816,0.3577673167451244,0.307,0.291,1.0,0.0,0.0,0.32142857142857145
1.0,0.7162162162162162,0.7394957983193278,0.12831858407079647,0.37258721445015053,0.24747814391392062,0.2255,0.36,0.0,1.0,0.0,0.39285714285714285
1.0,0.4189189189189189,0.35294117647058826,0.07079646017699116,0.08818841862936072,0.08271687962340282,0.037,0.07,0.0,1.0,0.0,0.17857142857142858
0.0,0.6891891891891893,0.6722689075630253,0.14601769911504428,0.3527536745174429,0.23133826496301274,0.2495,0.315,1.0,0.0,0.0,0.39285714285714285
2.0,0.27702702702702703,0.2605042016806723,0.057522123893805316,0.03134407650079688,0.022864828513786146,0.02,0.03,0.0,0.0,1.0,0.14285714285714285
2.0,0.5337837837837838,0.5126050420168068,0.09292035398230089,0.1919603329201346,0.1809011432414257,0.1395,0.129,0.0,0.0,1.0,0.21428571428571427
2.0,0.8378378378378378,0.8319327731092439,0.17256637168141595,0.5888082167522578,0.48823133826496296,0.36,0.445,0.0,0.0,1.0,0.35714285714285715
2.0,0.810810810810811,0.8151260504201682,0.15486725663716813,0.5498494775987249,0.4462004034969737,0.278,0.512,0.0,0.0,1.0,0.39285714285714285
2.0,0.7094594594594595,0.7394957983193278,0.15486725663716813,0.45617141845227555,0.4068594485541358,0.276,0.3445,0.0,0.0,1.0,0.35714285714285715
1.0,0.6621621621621621,0.6470588235294118,0.15486725663716813,0.30865946520276255,0.27774041694687285,0.21,0.21,0.0,1.0,0.0,0.35714285714285715
1.0,0.5405405405405405,0.4705882352941177,0.08849557522123895,0.15601204179210199,0.12676529926025554,0.086,0.135,0.0,1.0,0.0,0.2857142857142857
2.0,0.5405405405405405,0.5126050420168068,0.12389380530973454,0.18115813706392772,0.16139878950907866,0.1045,0.155,0.0,0.0,1.0,0.25
0.0,0.5337837837837838,0.5378151260504203,0.10619469026548674,0.21232512838675402,0.1852723604572966,0.1455,0.135,1.0,0.0,0.0,0.25
2.0,0.7770270270270271,0.7899159663865547,0.16371681415929204,0.47582787320701253,0.39340954942837925,0.278,0.3865,0.0,0.0,1.0,0.2857142857142857
2.0,0.5743243243243243,0.5210084033613446,0.11504424778761063,0.20984593589516556,0.20712844653665097,0.1085,0.1535,0.0,0.0,1.0,0.2857142857142857
2.0,0.6351351351351352,0.6470588235294118,0.14601769911504428,0.2627944041083761,0.19266980497646266,0.204,0.25,0.0,0.0,1.0,0.5
0.0,0.7432432432432433,0.7226890756302521,0.14159292035398233,0.44342128563839206,0.3967720242098184,0.259,0.3485,1.0,0.0,0.0,0.2857142857142857
1.0,0.6486486486486487,0.6722689075630253,0.1504424778761062,0.2980343545245263,0.20712844653665097,0.1905,0.3,0.0,1.0,0.0,0.5
2.0,0.6148648648648649,0.5798319327731093,0.11061946902654868,0.26757570391358243,0.26698049764626763,0.151,0.175,0.0,0.0,1.0,0.25
1.0,0.5135135135135135,0.47899159663865554,0.1017699115044248,0.17141845227554453,0.17484868863483524,0.0655,0.1315,0.0,1.0,0.0,0.25
2.0,0.5270270270270271,0.5126050420168068,0.11504424778761063,0.18576235169116342,0.14088769334229992,0.1185,0.165,0.0,0.0,1.0,0.32142857142857145
1.0,0.6959459459459459,0.6974789915966386,0.12831858407079647,0.3442535859748539,0.30396772024209817,0.236,0.289,0.0,1.0,0.0,0.25
2.0,0.581081081081081,0.5714285714285715,0.11061946902654868,0.22418983531078449,0.19435104236718223,0.1555,0.175,0.0,0.0,1.0,0.2857142857142857
0.0,0.8040540540540542,0.7647058823529412,0.13716814159292037,0.45192137418098105,0.3762609280430397,0.3045,0.358,1.0,0.0,0.0,0.35714285714285715
0.0,0.8175675675675677,0.773109243697479,0.15486725663716813,0.5725163803789622,0.34398117014122387,0.409,0.62,1.0,0.0,0.0,0.39285714285714285
0.0,0.6216216216216216,0.6050420168067226,0.16371681415929204,0.2973260138126439,0.2104909213180901,0.1585,0.3,1.0,0.0,0.0,0.5
0.0,0.831081081081081,0.8151260504201682,0.17256637168141595,0.4428900301044802,0.49024882313382645,0.3975,0.462,1.0,0.0,0.0,0.39285714285714285
0.0,0.4662162162162162,0.44537815126050423,0.11504424778761063,0.14574110146980696,0.10995292535305985,0.106,0.119,1.0,0.0,0.0,0.32142857142857145
2.0,0.6148648648648649,0.638655462184874,0.14159292035398233,0.31202408358420397,0.21183591123066575,0.164,0.335,0.0,0.0,1.0,0.5
0.0,0.6891891891891893,0.680672268907563,0.1504424778761062,0.3830352399504161,0.25117686617350365,0.326,0.325,1.0,0.0,0.0,0.4642857142857143
2.0,0.6689189189189189,0.6302521008403361,0.10619469026548674,0.3752434921197096,0.23335574983187624,0.167,0.31,0.0,0.0,1.0,0.5
0.0,0.831081081081081,0.8067226890756304,0.16371681415929204,0.6460067292367628,0.535305985205111,0.409,0.499,1.0,0.0,0.0,0.35714285714285715
1.0,0.32432432432432434,0.3025210084033613,0.06637168141592921,0.044802550026562776,0.033624747814391384,0.028,0.0405,0.0,1.0,0.0,0.10714285714285714
